,,,Time,Volts
Record Length,2.50E+03,,-0.00000025,0.1
Sample Interval,2.00E-10,,-0.0000002498,0.1
Trigger Point,1.25E+03,,-0.0000002496,0.1
,,,-0.0000002494,0.12
,,,-0.0000002492,0.12
,,,-0.000000249,0.12
Source,CH1,,-0.0000002488,0.12
Vertical Units,V,,-0.0000002486,0.12
Vertical Scale,5.00E-01,,-0.0000002484,0.12
Vertical Offset,0.00E+00,,-0.0000002482,0.14
Horizontal Units,s,,-0.000000248,0.14
Horizontal Scale,5.00E-08,,-0.0000002478,0.14
Pt Fmt,Y,,-0.0000002476,0.14
Yzero,0.00E+00,,-0.0000002474,0.14
Probe Atten,1.00E+00,,-0.0000002472,0.14
Model Number,TDS2002C,,-0.000000247,0.14
Serial Number,C013636,,-0.0000002468,0.14
Firmware Version,FV:v24.15,,-0.0000002466,0.16
,,,-0.0000002464,0.16
,,,-0.0000002462,0.16
,,,-0.000000246,0.16
,,,-0.0000002458,0.16
,,,-0.0000002456,0.16
,,,-0.0000002454,0.18
,,,-0.0000002452,0.18
,,,-0.000000245,0.18
,,,-0.0000002448,0.18
,,,-0.0000002446,0.18
,,,-0.0000002444,0.18
,,,-0.0000002442,0.18
,,,-0.000000244,0.2
,,,-0.0000002438,0.2
,,,-0.0000002436,0.2
,,,-0.0000002434,0.2
,,,-0.0000002432,0.2
,,,-0.000000243,0.2
,,,-0.0000002428,0.2
,,,-0.0000002426,0.2
,,,-0.0000002424,0.22
,,,-0.0000002422,0.22
,,,-0.000000242,0.22
,,,-0.0000002418,0.22
,,,-0.0000002416,0.22
,,,-0.0000002414,0.22
,,,-0.0000002412,0.22
,,,-0.000000241,0.24
,,,-0.0000002408,0.24
,,,-0.0000002406,0.24
,,,-0.0000002404,0.24
,,,-0.0000002402,0.24
,,,-0.00000024,0.24
,,,-0.0000002398,0.24
,,,-0.0000002396,0.24
,,,-0.0000002394,0.26
,,,-0.0000002392,0.26
,,,-0.000000239,0.26
,,,-0.0000002388,0.26
,,,-0.0000002386,0.26
,,,-0.0000002384,0.26
,,,-0.0000002382,0.26
,,,-0.000000238,0.28
,,,-0.0000002378,0.28
,,,-0.0000002376,0.28
,,,-0.0000002374,0.28
,,,-0.0000002372,0.28
,,,-0.000000237,0.28
,,,-0.0000002368,0.28
,,,-0.0000002366,0.28
,,,-0.0000002364,0.3
,,,-0.0000002362,0.3
,,,-0.000000236,0.3
,,,-0.0000002358,0.3
,,,-0.0000002356,0.3
,,,-0.0000002354,0.3
,,,-0.0000002352,0.3
,,,-0.000000235,0.3
,,,-0.0000002348,0.32
,,,-0.0000002346,0.32
,,,-0.0000002344,0.32
,,,-0.0000002342,0.32
,,,-0.000000234,0.32
,,,-0.0000002338,0.32
,,,-0.0000002336,0.32
,,,-0.0000002334,0.32
,,,-0.0000002332,0.34
,,,-0.000000233,0.34
,,,-0.0000002328,0.34
,,,-0.0000002326,0.34
,,,-0.0000002324,0.34
,,,-0.0000002322,0.34
,,,-0.000000232,0.34
,,,-0.0000002318,0.36
,,,-0.0000002316,0.36
,,,-0.0000002314,0.36
,,,-0.0000002312,0.36
,,,-0.000000231,0.36
,,,-0.0000002308,0.36
,,,-0.0000002306,0.36
,,,-0.0000002304,0.36
,,,-0.0000002302,0.36
,,,-0.00000023,0.38
,,,-0.0000002298,0.38
,,,-0.0000002296,0.38
,,,-0.0000002294,0.38
,,,-0.0000002292,0.38
,,,-0.000000229,0.38
,,,-0.0000002288,0.38
,,,-0.0000002286,0.38
,,,-0.0000002284,0.38
,,,-0.0000002282,0.4
,,,-0.000000228,0.4
,,,-0.0000002278,0.4
,,,-0.0000002276,0.4
,,,-0.0000002274,0.4
,,,-0.0000002272,0.4
,,,-0.000000227,0.4
,,,-0.0000002268,0.42
,,,-0.0000002266,0.42
,,,-0.0000002264,0.42
,,,-0.0000002262,0.42
,,,-0.000000226,0.42
,,,-0.0000002258,0.42
,,,-0.0000002256,0.42
,,,-0.0000002254,0.42
,,,-0.0000002252,0.42
,,,-0.000000225,0.44
,,,-0.0000002248,0.44
,,,-0.0000002246,0.44
,,,-0.0000002244,0.44
,,,-0.0000002242,0.44
,,,-0.000000224,0.44
,,,-0.0000002238,0.44
,,,-0.0000002236,0.44
,,,-0.0000002234,0.44
,,,-0.0000002232,0.46
,,,-0.000000223,0.46
,,,-0.0000002228,0.46
,,,-0.0000002226,0.46
,,,-0.0000002224,0.46
,,,-0.0000002222,0.46
,,,-0.000000222,0.46
,,,-0.0000002218,0.46
,,,-0.0000002216,0.46
,,,-0.0000002214,0.46
,,,-0.0000002212,0.48
,,,-0.000000221,0.48
,,,-0.0000002208,0.48
,,,-0.0000002206,0.48
,,,-0.0000002204,0.48
,,,-0.0000002202,0.48
,,,-0.00000022,0.48
,,,-0.0000002198,0.48
,,,-0.0000002196,0.48
,,,-0.0000002194,0.48
,,,-0.0000002192,0.5
,,,-0.000000219,0.5
,,,-0.0000002188,0.5
,,,-0.0000002186,0.5
,,,-0.0000002184,0.5
,,,-0.0000002182,0.5
,,,-0.000000218,0.5
,,,-0.0000002178,0.5
,,,-0.0000002176,0.5
,,,-0.0000002174,0.5
,,,-0.0000002172,0.5
,,,-0.000000217,0.52
,,,-0.0000002168,0.52
,,,-0.0000002166,0.52
,,,-0.0000002164,0.52
,,,-0.0000002162,0.52
,,,-0.000000216,0.52
,,,-0.0000002158,0.52
,,,-0.0000002156,0.52
,,,-0.0000002154,0.52
,,,-0.0000002152,0.52
,,,-0.000000215,0.54
,,,-0.0000002148,0.54
,,,-0.0000002146,0.54
,,,-0.0000002144,0.54
,,,-0.0000002142,0.54
,,,-0.000000214,0.54
,,,-0.0000002138,0.54
,,,-0.0000002136,0.54
,,,-0.0000002134,0.54
,,,-0.0000002132,0.54
,,,-0.000000213,0.54
,,,-0.0000002128,0.56
,,,-0.0000002126,0.56
,,,-0.0000002124,0.56
,,,-0.0000002122,0.56
,,,-0.000000212,0.56
,,,-0.0000002118,0.56
,,,-0.0000002116,0.56
,,,-0.0000002114,0.56
,,,-0.0000002112,0.56
,,,-0.000000211,0.56
,,,-0.0000002108,0.56
,,,-0.0000002106,0.58
,,,-0.0000002104,0.58
,,,-0.0000002102,0.58
,,,-0.00000021,0.58
,,,-0.0000002098,0.58
,,,-0.0000002096,0.58
,,,-0.0000002094,0.58
,,,-0.0000002092,0.58
,,,-0.000000209,0.58
,,,-0.0000002088,0.58
,,,-0.0000002086,0.58
,,,-0.0000002084,0.58
,,,-0.0000002082,0.6
,,,-0.000000208,0.6
,,,-0.0000002078,0.6
,,,-0.0000002076,0.6
,,,-0.0000002074,0.6
,,,-0.0000002072,0.6
,,,-0.000000207,0.6
,,,-0.0000002068,0.6
,,,-0.0000002066,0.6
,,,-0.0000002064,0.6
,,,-0.0000002062,0.6
,,,-0.000000206,0.6
,,,-0.0000002058,0.6
,,,-0.0000002056,0.6
,,,-0.0000002054,0.62
,,,-0.0000002052,0.62
,,,-0.000000205,0.62
,,,-0.0000002048,0.62
,,,-0.0000002046,0.62
,,,-0.0000002044,0.62
,,,-0.0000002042,0.62
,,,-0.000000204,0.62
,,,-0.0000002038,0.62
,,,-0.0000002036,0.62
,,,-0.0000002034,0.62
,,,-0.0000002032,0.62
,,,-0.000000203,0.62
,,,-0.0000002028,0.62
,,,-0.0000002026,0.64
,,,-0.0000002024,0.64
,,,-0.0000002022,0.64
,,,-0.000000202,0.64
,,,-0.0000002018,0.64
,,,-0.0000002016,0.64
,,,-0.0000002014,0.64
,,,-0.0000002012,0.64
,,,-0.000000201,0.64
,,,-0.0000002008,0.64
,,,-0.0000002006,0.64
,,,-0.0000002004,0.64
,,,-0.0000002002,0.64
,,,-0.0000002,0.64
,,,-0.0000001998,0.64
,,,-0.0000001996,0.64
,,,-0.0000001994,0.64
,,,-0.0000001992,0.64
,,,-0.000000199,0.66
,,,-0.0000001988,0.66
,,,-0.0000001986,0.66
,,,-0.0000001984,0.66
,,,-0.0000001982,0.66
,,,-0.000000198,0.66
,,,-0.0000001978,0.66
,,,-0.0000001976,0.66
,,,-0.0000001974,0.66
,,,-0.0000001972,0.66
,,,-0.000000197,0.66
,,,-0.0000001968,0.66
,,,-0.0000001966,0.66
,,,-0.0000001964,0.66
,,,-0.0000001962,0.66
,,,-0.000000196,0.66
,,,-0.0000001958,0.66
,,,-0.0000001956,0.66
,,,-0.0000001954,0.66
,,,-0.0000001952,0.66
,,,-0.000000195,0.66
,,,-0.0000001948,0.66
,,,-0.0000001946,0.66
,,,-0.0000001944,0.66
,,,-0.0000001942,0.68
,,,-0.000000194,0.68
,,,-0.0000001938,0.68
,,,-0.0000001936,0.68
,,,-0.0000001934,0.68
,,,-0.0000001932,0.68
,,,-0.000000193,0.68
,,,-0.0000001928,0.68
,,,-0.0000001926,0.68
,,,-0.0000001924,0.68
,,,-0.0000001922,0.68
,,,-0.000000192,0.68
,,,-0.0000001918,0.68
,,,-0.0000001916,0.68
,,,-0.0000001914,0.68
,,,-0.0000001912,0.68
,,,-0.000000191,0.68
,,,-0.0000001908,0.68
,,,-0.0000001906,0.68
,,,-0.0000001904,0.68
,,,-0.0000001902,0.68
,,,-0.00000019,0.68
,,,-0.0000001898,0.68
,,,-0.0000001896,0.68
,,,-0.0000001894,0.68
,,,-0.0000001892,0.68
,,,-0.000000189,0.68
,,,-0.0000001888,0.68
